ra,dec,z_noqso,ssfr_mean,age,age_mean,ssfr,z_sf,z,specobjid_sf,Column1,logMass,logMass_err,logMass_min,logMass_max
352.19767,-1.2043156,0,-1.22378644918148,7.56215715408325,6.87335995707069,-1.29254388809204,0.1217374,0.1217374,766806592929687552,0,11.0780641575572,0.0159434792297901,11.0525091869628,11.0780641575572
352.50679,0.9498217,0,-10.5425814237943,6.59400415420532,7.91839392828882,-2.60494375228882,0.3366053,0.3366053,766851947784333312,0,11.4993068629404,0.0665152371788983,11.4509742399497,11.5722881714429
352.79143,0.90738742,0,-0.969686724313717,5.26003503799438,5.26721133164486,-0.969538688659668,0.1880225,0.1880225,766861018755262464,0,10.4903838712728,0.0333645154167121,10.4505050752719,10.5143833522081
354.79459,-1.2223761,0,-15.3675218379207,9.72427272796631,9.06870868845879,-5.68252086639404,0.271051,0.271051,767878622236141568,0,11.615571937996,0.038493461187974,11.6094754558772,11.6833616549294
354.54174,-0.14044597,0,-0.928915982380058,4.83231401443481,4.87391490675158,-0.922291576862335,0.2698531,0.2698531,767911607584974848,0,10.3363989710369,0.0484821564850616,10.3112138965733,10.3891314405383
353.78385,-1.2351577,0,-1.11465693988394,6.13574314117432,6.55878681089242,-1.05447793006897,0.0579796,0.0579796,767932223427995648,0,10.6168351646126,0.0127473624443228,10.6106767337103,10.6247400415749
353.62281,-0.97139701,0,-7.75788545858786,5.73532056808472,6.2036539357935,-3.38042449951172,0.4578765,0.4578765,767943218544273408,0,11.5746615437973,0.051309481905062,11.5986941186896,11.6779417577681
353.34593,-0.32887051,0,-1.57668212943635,9.1145076751709,8.06720497534983,-1.73915410041809,0.05782134,0.05782134,767949540736133120,0,10.0472815902724,0.041946995014171,10.024586051521,10.1052157067015
353.34975,-0.44855485,0,-1.10625087238729,5.69453907012939,6.36977445643321,-1.01098895072937,0.09203564,0.09203564,767951190003574784,0,10.3813817372918,0.0278352498774617,10.3710594933138,10.4186150987744
353.79771,1.1047547,0,-5.85075993007265,6.65352916717529,6.51318957260009,-1.96253716945648,0.4743167,0.4743167,767963009753573376,0,12.0052122090229,0.0876760523983787,11.7561421855306,11.9252927860923
354.7382,0.53335405,0,-8.8899935558889,7.51223564147949,7.228667596522,-2.36873841285706,0.3644453,0.3644453,768002042416359424,0,11.5612264179079,0.0739499683247506,11.4908481958929,11.6285292662746
354.98236,1.2325136,0,-1.19049968637206,5.69453907012939,6.75938677918624,-1.01311159133911,0.09558543,0.09558543,768019634602403840,0,9.67194733157848,0.0527912782090495,9.65643111295312,9.75253503626404
354.89049,1.0045819,0,-1.6057742857396,7.93071937561035,7.90712830622407,-1.59178829193115,0.1356096,0.1356096,768019909480310784,0,11.2965770881465,0.0247370869063435,11.2536363593949,11.2965770881465
355.06264,0.95488354,0,-1.03426076188996,5.69453907012939,5.86299734486328,-1.01098895072937,0.1170241,0.1170241,768022108503566336,0,10.9424160237804,0.0127936373166833,10.9424160237804,10.9610981685354
355.61213,0.6327094,0,-1.05475786599865,6.13574314117432,6.13574314118626,-1.05447793006897,0.06006883,0.06006883,768036677032634368,0,9.92563031237503,0.0118681572258544,9.92563031237503,9.92563031237503
357.05455,-0.96658089,0,-2.59527807729453,7.83565235137939,7.57336345247386,-1.77803349494934,0.2270573,0.2270573,769004797004113920,0,11.6311929605525,0.039697117167016,11.5266435927084,11.6071985147517
354.82401,-0.2496803,0,-1.94762265550892,8.08847904205322,8.57136015135662,-1.94437730312347,0.06934948,0.06934948,433533891333089280,0,10.9044317866854,0.0210209328058839,10.9044317866854,10.9462509581118
354.30854,0.40609571,0,-3.01111259741854,8.82355403900146,9.39146111242421,-2.71069622039795,0.06653675,0.06653675,433566326926108672,0,11.1262754191411,0.0192432149651202,11.1215097072746,11.152963325458
354.74502,0.03454352,0,-1.44961507004001,7.12853956222534,7.76055133544697,-1.40960383415222,0.05975379,0.05975379,433579246187735040,0,10.6789630770372,0.0212979363505606,10.6714072670607,10.7113764925417
355.05289,0.40908748,0,-1.09194098716645,6.13574314117432,6.41822247423704,-1.05661308765411,0.06786417,0.06786417,433599862030755840,0,10.4020295803861,0.0160218072252032,10.4020295803861,10.4308926049438
355.86165,0.36044068,0,-2.31990608556511,8.98590183258057,8.88472362002188,-2.28067326545715,0.06912668,0.06912668,433623776408659968,0,11.3716982559714,0.015065558930517,11.3461058642728,11.3839262091418
359.03877,-0.34262501,0,-2.02110038428035,7.06894540786743,7.84822782502897,-1.89322245121002,0.1791811,0.1791811,434604815742429184,0,11.5213595582404,0.0383194226871638,11.4646195724403,11.5426128623076
358.8473,-0.16884794,0,-1.06736368925484,5.69453907012939,6.09854372419535,-1.01098895072937,0.1279467,0.1279467,434618009881962496,0,10.7591077338215,0.0189886277565445,10.7591077338215,10.7899164406745
358.73225,-0.047931008,0,-17.0188939177434,10.1463174819946,9.79796801911944,-13.0572195053101,0.183666,0.183666,434618834515683328,0,11.6505135296065,0.0191080836929147,11.635215375031,11.6710751999755
358.01606,-0.70361664,0,-1.01119479715643,5.69453907012939,5.6945390703322,-1.01098895072937,0.1208554,0.1208554,434623507440101376,0,10.1447046222558,0.0137593877285087,10.1447046222558,10.1447046222558
358.02634,-0.99133766,0,-16.3405646470397,10.6265363693237,9.80853289086532,-8.86140155792236,0.173268,0.173268,434624606951729152,0,11.4640041954009,0.0219282002772833,11.4427566846032,11.48528201395
358.42455,-0.040794028,0,-1.56103886379528,7.35168266296387,7.65503222894182,-1.50828766822815,0.1179605,0.1179605,434640549870331904,0,11.0332315786659,0.0201918799983715,11.0075004466195,11.0477059414026
357.50745,0.026630811,0,-1.02353703404685,5.69453907012939,5.7776725662137,-1.01098895072937,0.09996697,0.09996697,434662540102887424,0,10.7914718243344,0.0125899505614966,10.7914718243344,10.8160315490205
356.65766,-0.77050346,0,-8.54373114565654,7.72116708755493,8.90806636349826,-2.68301177024841,0.1860523,0.1860523,434678483021490176,0,11.6063418595384,0.0281467226580936,11.5640156314411,11.6192370004024
356.32895,-0.14707096,0,-2.27272012355672,8.98590183258057,9.46346123447885,-2.28298377990723,0.03698095,0.03698095,434680956922652672,0,10.7946649377171,0.0206275301510892,10.7946649377171,10.8325637089607
358.12761,0.84838081,0,-1.09729012479147,6.58355951309204,6.58813163581779,-1.09648907184601,0.03750025,0.03750025,434745553230784512,0,9.41158908801268,0.0192269837678257,9.41158908801268,9.41158908801268
358.79776,0.085564686,0,-1.0965179019777,6.58355951309204,6.5835624629241,-1.09648907184601,0.0236521,0.0236521,434760946393573376,0,9.03541629938529,0.0251632828121095,9.03541629938529,9.03541629938529
359.4851,-1.0581137,0,-1.70264505445834,7.46299266815186,7.57794075125627,-1.83147525787354,0.1106134,0.1106134,435781018356574208,0,11.1188751816714,0.0218004256613592,11.1188751816714,11.1658249377757
359.23877,0.35001705,0,-1.00572831908292,5.26003503799438,5.51925779530076,-0.967901110649109,0.1799993,0.1799993,435829396868196352,0,10.5154752662099,0.0451989535257846,10.5051395052884,10.5997579156736
350.04022,-0.13286859,0,-1.05453828583968,6.13574314117432,6.13574314253516,-1.05447793006897,0.05592497,0.05592497,764492120584120320,0,9.4099505029164,0.0129532411138726,9.4099505029164,9.4099505029164
351.82171,-0.78861473,0,-1.82953275378768,7.83565235137939,8.28373843977954,-1.77210557460785,0.09991512,0.09991512,765615546975676416,0,10.9868718650793,0.027564166096829,10.9480858254083,11.0018331627686
351.09666,-1.0213368,0,-1.10882378367571,5.69453907012939,6.38671674167293,-1.01098895072937,0.101746,0.101746,765634238673348608,0,10.4853483285622,0.024917132474561,10.4755337504152,10.5155502517945
350.34362,-0.55147704,0,-2.44753739020554,7.46299266815186,7.10187500157346,-1.83698034286499,0.3165696,0.3165696,765674095969855488,0,11.8983367673074,0.0463075424215146,11.7757705568158,11.871599159339
350.78975,0.49692135,0,-1.01370608240262,5.26003503799438,5.56635351432371,-0.967901110649109,0.1841291,0.1841291,765745839103567872,0,10.1451799904473,0.0497137037676405,10.1348442295258,10.2211492848548
350.12115,-1.0024467,0,-7.53791530927135,9.90644264221191,10.3519905960467,-3.76399874687195,0.03125494,0.03125494,430098467805751296,0,11.2761429309996,0.00630795733272953,11.2761429309996,11.2872291818404
350.03365,-0.11066192,0,-14.7257245352644,6.92320966720581,8.69870741650232,-3.5116982460022,0.2814822,0.2814822,430115785113888768,0,11.8384733629285,0.0461515305002093,11.877155592992,11.9650210889416
350.24602,0.42363371,0,-1.11802001075829,6.58355951309204,6.64511559701394,-1.09648907184601,0.06915358,0.06915358,430253498945267712,0,10.3715416146185,0.0141456670157236,10.3593552919441,10.3749544178329
350.05248,0.87612184,0,-16.0133117720516,9.12973499298096,9.62267847815594,-33,0.1886349,0.1886349,430262844794103808,0,11.7087053705152,0.0272515381708059,11.7183081693457,11.7753517972702
351.8278,-1.1224893,0,-1.31208465751191,7.56215715408325,7.49410123580445,-1.29254388809204,0.06496453,0.06496453,431231514571728896,0,11.102163366242,0.00912646815738313,11.1005240120098,11.1085491579516
350.67932,-0.93409513,0,-13.3992089252283,8.46471786499023,8.83332876855303,-33,0.2682861,0.2682861,431287589664745472,0,11.7930078134171,0.0413596914244472,11.7242610261076,11.80419250238
350.59672,0.95957133,0,-4.08477326526402,8.16641712188721,8.96305603761027,-2.54005885124207,0.1169445,0.1169445,431321674525206528,0,11.0083079000371,0.0302665209321127,11.0033735733343,11.061965280677
351.05926,1.0315988,0,-2.19663448029611,7.51223564147949,7.14694563093957,-2.36922669410706,0.3583335,0.3583335,431330745496135680,0,11.6750942454592,0.0656023472480508,11.6750942454592,11.7946551052984
350.93133,0.72724089,0,-1.15288912785765,7.03789520263672,7.07400841887299,-1.13935005664825,0.08352558,0.08352558,431351086461249536,0,10.9121526610349,0.0103127833609324,10.9057927484489,10.9221888663574
351.41786,0.81096712,0,-2.28643029473021,7.93841457366943,8.63873807243647,-2.25387716293335,0.1161863,0.1161863,431367029379852288,0,11.2270675386867,0.0247857762698574,11.2032560076198,11.2539525793774
351.4141,0.97250908,0,-16.9002137313868,10.811333656311,9.61809030991567,-13.9339599609375,0.2149384,0.2149384,431368128891480064,0,11.5925828523902,0.0281102766320684,11.5707813674479,11.627733081582
351.75416,0.76201153,0,-1.14948823095935,7.03789520263672,6.54528314433484,-1.14309394359589,0.1431923,0.1431923,431368403769387008,0,10.9904427935705,0.0443109900469657,10.8823150852262,10.9826738115635
351.52893,0.45083312,0,-13.3565134974198,9.48287010192871,9.43792316062205,-2.88294577598572,0.1878637,0.1878637,431368678647293952,0,11.6388191159815,0.0355424114354453,11.613235554799,11.6857496787224
351.81235,0.82640183,0,-15.116480500467,9.39479637145996,8.45328864286311,-9.59994983673096,0.2924542,0.2924542,431378849129850880,0,11.8290619240911,0.0346986612882969,11.8230651264562,11.8844947318569
351.98179,0.51080227,0,-1.51432400751207,8.56118869781494,8.19694524493842,-1.5099618434906,0.06601377,0.06601377,431379948641478656,0,11.0163008479014,0.014489451865313,10.9859275928882,11.0163008479014
354.33849,-1.0362457,0,-1.50998013894155,8.79413509368896,7.58887373747955,-1.80246436595917,0.1156389,0.1156389,432347518924253184,0,11.0195936843417,0.0347852622752903,11.0092959900792,11.0794120494947
354.06236,-0.20569497,0,-1.84058783244994,7.83565235137939,8.62023756796619,-1.7744277715683,0.08913296,0.08913296,432367310133553152,0,10.9714794592285,0.017867482450014,10.9695442873947,10.9996819797476
353.93145,-0.69449251,0,-2.8694046336673,8.16641712188721,8.98259836321476,-2.54005885124207,0.09351311,0.09351311,432374182081226752,0,11.1919070185468,0.0217349971078934,11.1777497206005,11.2210668406381
353.67006,-0.42712303,0,-1.5254633604019,8.56118869781494,8.46119694293096,-1.5099618434906,0.04181943,0.04181943,432388200854480896,0,10.9319822806315,0.00967326478262237,10.9319822806315,10.9367758287882
353.47876,-0.41371913,0,-1.30691727019817,6.73089361190796,7.35774679506963,-1.25025117397308,0.08777066,0.08777066,432395072802154496,0,11.1786593206401,0.0174787972469572,11.1715608790097,11.2033099694519
352.45973,-1.0726005,0,-1.56659534689992,7.35168266296387,7.3490216356592,-1.50828766822815,0.1538266,0.1538266,432425584249825280,0,11.4300626367631,0.0289940114110212,11.388803581499,11.4413593734326
352.49346,-0.7775914,0,-1.39250350991466,6.57990026473999,6.99350323912458,-1.34088659286499,0.1185445,0.1185445,432429432540522496,0,11.4239426001758,0.0175876525086957,11.3881323718984,11.4275468145507
353.39074,1.0838344,0,-1.05464235550971,6.13574314117432,6.13574314117472,-1.05447793006897,0.0864596,0.0864596,432455820819589120,0,10.415470953315,0.0106026755674106,10.415470953315,10.415470953315
353.32528,0.98735869,0,-4.57668730040076,8.82355403900146,9.57929367250714,-2.71069622039795,0.08507705,0.08507705,432460768621914112,0,10.7605353924716,0.0174434459539212,10.758164639359,10.7923026018837
355.04025,0.75677461,0,-1.37229627526717,7.45889949798584,7.47504001055151,-1.38497459888458,0.1188643,0.1188643,433573473751689216,0,11.2035823983393,0.0185458220473757,11.1963122438867,11.220441348501
354.76909,0.7271374,0,-16.4185120794356,9.58211898803711,9.74299029195415,-4.79824781417847,0.1833089,0.1833089,433574023507503104,0,11.4036216361237,0.0320389285445306,11.414683440968,11.4850690412802
354.75144,0.71607983,0,-12.4146086778369,8.09295845031738,9.27580263643839,-3.55206990242004,0.1834083,0.1834083,433575123019130880,0,11.7868403384562,0.0263297819548392,11.7620782424173,11.8132336607892
354.76212,0.16829855,0,-15.306384875122,8.72978115081787,8.73909808376598,-8.90629291534424,0.2761255,0.2761255,433590791059826688,0,11.5899502120988,0.0366746365582952,11.597379212072,11.665408834861
356.06471,0.9463402,0,-2.15581821020431,8.34139156341553,9.09336052993259,-2.15410566329956,0.06157539,0.06157539,433615804949358592,0,10.8814463039701,0.0168153455754403,10.8814463039701,10.9156890220852
355.94633,0.70588377,0,-2.37245050236069,8.58833026885986,8.43863875182237,-2.40664601325989,0.09254625,0.09254625,433618278850521088,0,11.4345489466443,0.018585891903386,11.4058238709014,11.447449816996
355.72468,0.60360959,0,-0.922066008982066,4.83231401443481,4.83231551256415,-0.922291576862335,0.2147606,0.2147606,433622676897032192,0,10.5473768374906,0.0179996368960746,10.5473768374906,10.5473768374906
355.98369,0.081199592,0,-15.0572346641922,10.4597663879395,8.73732776483579,-33,0.2784462,0.2784462,433636145914472448,0,11.6505540627271,0.0454964380335462,11.646740151631,11.7339541173798
358.01506,-0.9580697,0,-14.2419783847018,8.52014446258545,9.46580062597201,-5.89485788345337,0.1732638,0.1732638,434624332073822208,0,11.4947265141281,0.0257815488082366,11.4704044373956,11.5208719426493
358.15863,-0.33802838,0,-1.14404374294207,6.13574314117432,6.72257206341559,-1.05447793006897,0.08133151,0.08133151,434643023771494400,0,10.2734608258855,0.0269622076061019,10.267305698451,10.3133493915196
357.52575,-0.99119343,0,-1.14076160649409,6.13574314117432,6.70706363399544,-1.05661308765411,0.07219948,0.07219948,434652644498237440,0,10.1761489223395,0.0340506135428516,10.1609109691338,10.2217480201901
357.5452,-0.84138127,0,-1.40987431473801,6.57990026473999,7.29423879475543,-1.33684837818146,0.1245549,0.1245549,434653469131958272,0,11.0673307206616,0.035970215621384,11.0455633943439,11.1145846067982
356.30065,-0.16240377,0,-3.58710378215637,8.58833026885986,9.44498198012865,-2.40234732627869,0.07993975,0.07993975,434680682044745728,0,11.0101267781639,0.0227941677577299,10.983438871847,11.0254441730054
356.46378,0.93490921,0,-1.14373174347249,6.13574314117432,6.75705813764198,-1.05661308765411,0.07963812,0.07963812,434688378626140160,0,10.4048230668713,0.0296694340473627,10.4048230668713,10.4653142509593
357.09836,0.17044029,0,-1.09650013097083,6.58355951309204,6.58356272619577,-1.09648907184601,0.02311474,0.02311474,434705146178463744,0,8.82642809568077,0.0173116768876833,8.82642809568077,8.82642809568077
357.96331,0.76185729,0,-1.09648907184691,6.58355951309204,6.58355951309204,-1.09648907184601,0.03771046,0.03771046,434718890073810944,0,9.62254797558998,0.00843979810428118,9.62254797558998,9.62254797558998
359.59592,-0.71293532,0,-1.92426313456372,7.70202589035034,8.10610353469829,-2.02691149711609,0.103338,0.103338,435782667624015872,0,10.7472428324932,0.0275142882084204,10.7426137327118,10.7899670405846
359.33333,-0.97314091,0,-13.9944061369728,6.92320966720581,8.25825388808079,-3.5116982460022,0.3382928,0.3382928,435791463717038080,0,11.7101983635738,0.0421522226499711,11.7263120323422,11.8017609510703
358.93493,-0.89896838,0,-1.05653545593421,6.13574314117432,6.13574314117435,-1.05832493305206,0.07366101,0.07366101,435804932734478336,0,9.87280910224423,0.0219436241432033,9.83306938454945,9.87280910224423
359.47116,1.2549396,0,-13.455451758659,8.25232982635498,9.38424274936992,-4.15179252624512,0.2066438,0.2066438,435823899310057472,0,11.6271514713425,0.0250309348000668,11.6266815623915,11.6739509107094
359.50062,1.0322122,0,-10.3927173843579,8.72066497802734,8.78086941746909,-2.06276750564575,0.2214101,0.2214101,435824723943778304,0,11.7322318073787,0.0393809706286411,11.6458653734412,11.720985563955
359.43009,0.19524124,0,-9.94473470773218,8.09295845031738,8.86959192967146,-3.55012631416321,0.1903479,0.1903479,435831046135638016,0,11.4442160081313,0.0179460064251536,11.467492381614,11.497692890282
359.57516,0.70149715,0,-1.60189486056863,7.93071937561035,8.20509716098979,-1.58589065074921,0.07464283,0.07464283,435841491496101888,0,11.1156008011799,0.0161781454318366,11.1156008011799,11.1464538523722
359.87143,0.80447775,0,-4.79240969187622,8.82355403900146,9.64083668515456,-2.70872831344604,0.08100193,0.08100193,435846164420519936,0,11.0668471042625,0.020074631969964,11.0656484867066,11.101388884233
350.46641,-0.69467765,0,-9999,6.58355951309204,-9999,-1.09648907184601,0.02462162,0.02462162,430096543660402688,0,9.13935340684732,-9999,-9999,-9999
351.88486,-0.67227697,0,-2.25522218859048,9.63459396362305,9.4596288382485,-2.40945363044739,0.03242341,0.03242341,431221069211265024,0,9.79023175188142,0.0186868024119462,9.78977338711424,9.82324750853121
351.96431,-0.77632526,0,-16.1838207601353,7.13468647003174,7.61333428549677,-33,0.3467877,0.3467877,431223817990334464,0,11.5146100403694,0.0556412304574906,11.4736521428033,11.5766864756645
351.94226,-0.76676957,0,-12.9590023447486,6.10444593429565,7.86816939367177,-2.73664045333862,0.3478668,0.3478668,431224367746148352,0,11.6270620054705,0.0509667199319928,11.629683591601,11.7200659082158
351.40413,-0.8519017,0,-1.00265803954205,5.69453907012939,5.39306855518081,-1.01696646213531,0.2273546,0.2273546,431242234810099712,0,10.9367875813812,0.0346612204080064,10.882677807585,10.9367875813812
351.68789,-0.37153289,0,-14.4413691839158,8.29290771484375,7.95505557711557,-18.5980129241943,0.3466488,0.3466488,431249381635680256,0,11.692257241348,0.0447455810168193,11.6720169959564,11.7544292858279
351.64647,-0.48564103,0,-13.35449367009,6.39970779418945,7.57917203288229,-3.7683744430542,0.3799112,0.3799112,431249931391494144,0,11.9816454740614,0.0426563659129843,12.0080136272428,12.0852700319196
351.33266,-0.86513886,0,-1.32148985680315,6.92124652862549,7.39767393942187,-1.32224643230438,0.0811277,0.0811277,431253229926377472,0,11.0527523191579,0.0192821715972559,11.0452381732962,11.0814048491268
350.43303,-0.29377996,0,-2.28747809717356,8.98590183258057,8.82021286224695,-2.28067326545715,0.0704264,0.0704264,431295561124046848,0,10.5725671776933,0.0117084348754187,10.5716978389733,10.5852429763227
350.14666,-0.88089692,0,-9999,6.58355951309204,-9999,-1.09648907184601,0.01459153,0.01459153,431299409414744064,0,8.94428765222326,-9999,-9999,-9999
350.99475,0.28141776,0,-3.49847478352235,9.04247283935547,9.48723437483609,-3.08133625984192,0.07966724,0.07966724,431349437193807872,0,10.828627973784,0.0157975036371078,10.828627973784,10.8472670231607
351.2943,0.14040011,0,-1.1083955931614,6.13574314117432,6.55144225354199,-1.05661308765411,0.04262236,0.04262236,431361806699620352,0,9.75152966588126,0.0200208610525639,9.75152966588126,9.78155739172939
354.29223,-1.1370437,0,-14.293954246643,8.15126991271973,8.30417882508257,-10.4282865524292,0.2957173,0.2957173,432349168191694848,0,11.6685051955244,0.0388271295464996,11.6520828879832,11.7274422079662
354.21607,-1.0914685,0,-1.05592639220194,6.13574314117432,6.13791070447786,-1.05447793006897,0.06065334,0.06065334,432351092337043456,0,10.0751810943277,0.0146604300013223,10.0751810943277,10.0898882736239
354.57242,-0.48291455,0,-1.14361606516665,7.67182636260986,6.78246915528463,-1.22575664520264,0.07635923,0.07635923,432351367214950400,0,9.9699841593608,0.0366950041396472,9.94155447816835,10.0172250890173
351.25586,-0.74644553,0,-1.0513330423924,6.13574314117432,5.978888867097,-1.05447793006897,0.1075532,0.1075532,765624892824512512,0,10.3221617105543,0.025729033227047,10.3107659097381,10.3517184434209
351.07102,-0.83859359,0,-2.08918135223815,7.70202589035034,8.60882286830149,-2.02785229682922,0.1022905,0.1022905,765638361841952768,0,10.7213293360297,0.0355309191829387,10.7023701437296,10.7724055363381
350.75845,-1.2171558,0,-1.89619549995859,9.4082555770874,8.50258151461294,-1.89356327056885,0.1015925,0.1015925,765647157934974976,0,11.0555328733018,0.0283311954054898,11.0168441780179,11.0726719514805
351.02843,-0.37401368,0,-4.3670482637952,6.21711158752441,7.27092080950467,-2.02483081817627,0.338113,0.338113,765653480126834688,0,11.6563516504433,0.0694607534399926,11.5882658432346,11.7258565524903
