objid_1,ra_1,dec_1,raErr,decErr,zph,zphErr,clean,u,g,r,i,z_1,u_err,g_err,r_err,i_err,z_err,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,bestobjid,ra_spec,dec_spec,zsp,zspErr,veldisp,veldisperr,subclass,instrument,survey,programname,class,ssfr_mean_1,age_1,age_mean_1,ssfr_1,z_sf_1,specObjID_1,ra_2,dec_2,z_noqso,ssfr_mean_2,age_2,age_mean_2,ssfr_2,z_sf_2,z_2,specObjID_2,objid_2,Column1,logMass,logMass_err,logMass_min,logMass_max,logMass_median,Source_id,Isl_id,RA,E_RA,DEC,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,RA_max,E_RA_max,DEC_max,E_DEC_max,Maj,E_Maj,Min,E_Min,PA,E_PA,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,S_Code,Separation
1237663784195588295,355.947051273968,0.181440973098656,0.0104197990206683,0.00900168736587917,0.294644,0.031789,1,20.60206,20.40034,19.07224,18.52113,18.19187,0.3215831,0.03429874,0.01543947,0.01295054,0.03250014,0.1188405,0.09259973,0.06406006,0.04760349,0.03540825,1237663784195588295,355.94705,0.18144099,0.2719984,4.199237E-05,201.7814,14.78948,null,BOSS,eboss,eboss,GALAXY,null,null,null,null,null,null,355.94705,0.18144099,0.2719984,-14.5305624067735,7.58762502670288,8.89497320324243,-3.83310079574585,0.2719984,0.2719984,6410994295444795392,1237663784195588295,0.2719984,11.4840571100936,0.0327021975891432,11.492834282872,11.55250002323,11.5215527027645,1794,1739,355.9472671523655,1.802660147640355E-5,0.18162720109131417,3.0407993153251908E-5,4.3243986422367923E-4,2.0626767825723255E-5,4.286404877293864E-4,1.1705184783525331E-5,355.9472671523655,1.802660147640355E-5,0.18162720109131417,3.0407993153251908E-5,0.002301597227345622,7.165738219230055E-5,0.0017686137195595186,4.236152084767628E-5,2.7075462981839715,4.739337444653359,0.002301589282410807,7.165738219230055E-5,0.0017686135542671563,4.236152084767628E-5,2.7074452183992435,4.739337444653359,0.0,7.165738219230055E-5,0.0,4.236152084767628E-5,0.0,4.739337444653359,0.0,7.165738219230055E-5,0.0,4.236152084767628E-5,0.0,4.739337444653359,4.819750636649872E-4,1.6465900311234878E-5,1.1832046766357962E-5,-2.8627048322960036E-6,1.7784139345167205E-5,1.587861515872646E-5,S,1.0263718058828615
1237663783121977900,356.205058264714,-0.631276818044667,0.0185872839644544,0.0198471665490808,0.466337,0.022473,1,19.78876,21.3495,19.68062,18.91742,18.53805,0.3093687,0.08919802,0.02768173,0.01961378,0.05633656,0.1492387,0.1162858,0.08044597,0.05977998,0.04446532,1237663783121977900,356.20506,-0.63127952,0.5020256,5.922866E-05,199.6601,18.32705,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,356.20506,-0.63127952,0.5020256,-1.24118322704727,6.23692893981934,5.03390292677201,-1.60408616065979,0.5020256,0.5020256,5775884487062384640,1237663783121977900,0.5020256,11.4862616597681,0.0832763427963244,11.485107128072,11.6340189839612,11.5590548846411,1105,1071,356.2053136526878,1.6124101334962567E-5,-0.6310914207999637,7.750804862436045E-6,0.0010761998101010933,2.836698620592543E-5,7.855899261626746E-4,8.80314655660186E-6,356.2055038515583,1.6124101334962567E-5,-0.6312816304467639,7.750804862436045E-6,0.0027221728835450667,3.7989833172963684E-5,0.0018453677170304995,1.8209092532818123E-5,177.85316241604494,1.4797407239853997,0.002721798376207927,3.7989833172963684E-5,0.0018453379012975735,1.8209092532818123E-5,177.85635484160127,1.4797407239853997,0.0015783670308079176,3.7989833172963684E-5,3.0722759834155797E-4,1.8209092532818123E-5,178.60510720439035,1.4797407239853997,0.0015781479650892399,3.7989833172963684E-5,3.072230081907646E-4,1.8209092532818123E-5,178.60829962994669,1.4797407239853997,0.0010310725005772017,1.5247267341386365E-5,8.80314655660186E-6,-7.271889899129746E-7,8.341664397448767E-6,-1.3854101155175158E-7,M,1.1360680599141617
1237666408440594641,355.898116802967,0.341853034702019,0.045743840786977,0.0563032167893632,0.583631,0.03013,1,21.98824,22.65492,20.65296,19.53708,18.94755,2.172543,0.3444155,0.06547806,0.03968858,0.08836257,0.1151945,0.08975875,0.06209468,0.04614301,0.03432192,1237666408440594641,355.89812,0.34185091,0.556527,9.984238E-05,263.544,37.08167,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,355.89812,0.34185091,0.556527,-1.63857373347428,5.46043682098389,5.1421763062903,-1.37612414360046,0.556527,0.556527,6161006029242560512,1237666408440594641,0.556527,12.1118205334087,0.0966145047384,11.8265410050675,12.0121323392762,11.9217428570848,1930,1868,355.89852207296127,1.9838559696480604E-4,0.34223042715194596,2.2311978373051677E-4,1.1594540467568435E-4,3.418974960149622E-5,7.401935964408431E-5,1.444445977794219E-5,355.89852207296127,1.9838559696480604E-4,0.34223042715194596,2.2311978373051677E-4,0.0026827517773270718,5.507195701859915E-4,0.0023558953612952014,4.370367310764563E-4,150.49325605304634,65.68841323653336,0.0026827517760479778,5.507195701859915E-4,0.0023558952130169545,4.370367310764563E-4,150.49335702798635,65.68841323653336,0.0017261067791797292,5.507195701859915E-4,0.0012407391228432673,4.370367310764563E-4,119.29479542820152,65.68841323653336,0.0017261067571023238,5.507195701859915E-4,0.001240739060187167,4.370367310764563E-4,119.29489640314154,65.68841323653336,7.679301111160423E-5,1.636135601693866E-5,1.3444556316244416E-5,-2.7623884761851514E-6,2.0417660380189773E-6,-2.784234538921737E-6,S,1.9935777316398033
1237666408440922929,356.576621402237,0.31218782212308,0.0888188323510874,0.151566735901744,0.719934,0.062941,1,24.88333,22.49515,21.88894,20.65348,18.94067,0.9334308,0.4251363,0.2525983,0.07380368,0.1247344,0.1204765,0.09387448,0.06494193,0.04825881,0.03589569,1237666408440922929,356.57662,0.31218782,0.6562385,0.000303657,722.5,270.4494,null,BOSS,eboss,eboss,GALAXY,null,null,null,null,null,null,356.57662,0.31218782,0.6562589,-2.06044378083692,4.27801609039307,4.97431100632187,-2.22899508476257,0.6562589,0.6562589,6004677466424799232,1237666408440922929,0.6562589,11.9900926757003,0.103051018197715,12.0108171057964,12.2040155239726,12.1081783123637,406,393,356.5767956982874,5.229626075474228E-5,0.31240921695553986,5.532440860432965E-5,2.4971784452831143E-4,2.4278869733942862E-5,2.1718222208186162E-4,1.2753642497120809E-5,356.5767956982874,5.229626075474228E-5,0.31240921695553986,5.532440860432965E-5,0.0022066570550746904,1.3253374558195975E-4,0.002102556441764885,1.2071909405058208E-4,26.396838089295873,50.467034446019454,0.00220662465363389,1.3253374558195975E-4,0.0021024471277353994,1.2071909405058208E-4,26.393229563613332,50.467034446019454,0.0,1.3253374558195975E-4,0.0,1.2071909405058208E-4,0.0,50.467034446019454,0.0,1.3253374558195975E-4,0.0,1.2071909405058208E-4,0.0,50.467034446019454,2.2671225607389671E-4,1.8353016388786567E-5,1.2366675036901142E-5,-1.243266183337255E-6,5.99484883423429E-6,-2.2658921352558536E-6,S,1.0143691227463716
1237663784195523120,355.734663813597,8.89074188311278E-4,0.356802758950502,0.125236077294419,0.596445,0.053946,0,21.5883,21.0949,20.19629,19.56868,18.78283,0.1867198,0.1435114,0.09153087,0.0432249,0.1565577,0.1077021,0.08392073,0.05805597,0.04314181,0.03208958,1237663784195523120,355.73466,0.00089062183,0.6288252,8.323226E-05,116.3007,49.70958,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,355.73466,8.9062183E-4,0.6288252,-9.34510167643582,4.73970603942871,5.63488823071784,-4.74460649490356,0.6288252,0.6288252,4346149925550747648,1237663784195523120,0.6288252,11.6356465431215,0.0985053842998312,11.7036257742548,11.8779599124555,11.7873020876202,2393,2338,355.73532968256507,2.153258591008583E-4,7.679853860411977E-4,1.9469536087029645E-4,1.0257858989003705E-4,2.7641261457888155E-5,6.051374105463437E-5,1.1029076432122691E-5,355.73532968256507,2.153258591008583E-4,7.679853860411977E-4,1.9469536087029645E-4,0.0027999239044778257,5.368072492881375E-4,0.0024428347488965577,4.232453866357022E-4,122.25848575870334,58.79168915293942,0.0027998778958805396,5.368072492881375E-4,0.002442822288595344,4.232453866357022E-4,122.25848882494608,58.79168915293942,0.0020512698963845916,5.368072492881375E-4,0.0011707206214911223,4.232453866357022E-4,106.04189606981228,58.79168915293942,0.002051248073982889,5.368072492881375E-4,0.0011707078671742888,4.232453866357022E-4,106.04189913605502,58.79168915293942,6.703885735727876E-5,1.3048159755405215E-5,1.0211147127847653E-5,-1.7176921573991422E-6,2.23077859118348E-6,-1.6830930462674587E-6,S,2.4364420756653833
1237666408440660478,355.943619687627,0.243632463202627,0.0263666522161049,0.0188298877429865,0.308323,0.037274,1,20.22751,19.38275,18.63288,18.34095,18.07398,0.1246997,0.02371167,0.01627545,0.01558346,0.04675606,0.1220018,0.09506293,0.0657641,0.04886977,0.03635013,1237666408440660478,355.94362,0.243632,0.2621467,2.464813E-05,120.6728,14.43978,STARFORMING,BOSS,eboss,eboss,GALAXY,null,null,null,null,null,null,355.94362,0.243632,0.2621467,-13.7812804718428,8.52014446258545,8.80136932080335,-5.89485788345337,0.2621467,0.2621467,4565569841889210368,1237666408440660478,0.2621467,11.4949198485438,0.0318381512088828,11.4824692863913,11.5392930594071,11.5106087415894,1804,1749,355.9439052242908,8.784928977952362E-5,0.243783810906324,1.1567624320905944E-4,3.9467568695962285E-4,4.2597929066371625E-5,1.7435612626127576E-4,1.3694244049010587E-5,355.9439052242908,8.784928977952362E-5,0.243783810906324,1.1567624320905944E-4,0.0032917027169645187,2.724515872351516E-4,0.0027746701035552376,2.0679704168492704E-4,1.7656673713810827,20.862657766171612,0.0032916988440760235,2.724515872351516E-4,0.002774669822150651,2.0679704168492704E-4,1.7655460562904182,20.862657766171612,0.002437541613625377,2.724515872351516E-4,0.0020890089569024373,2.0679704168492704E-4,6.8953913837652,20.862657766171612,0.0024375386169261624,2.724515872351516E-4,0.002089008855611268,2.0679704168492704E-4,6.895270068674535,20.862657766171612,3.8311071081466574E-4,2.2082294307127158E-5,1.266947674594121E-5,-2.756022695393767E-6,8.145135325321462E-6,-2.0940356080245692E-6,S,1.163395233723722
1237666408440857155,356.40072059419,0.359189676023648,0.0426670517977424,0.0358871343842554,0.518291,0.021596,1,23.45883,22.00557,19.98399,19.38458,18.97345,3.056849,0.1165646,0.04340689,0.02518953,0.0659366,0.1129655,0.08802193,0.06089317,0.04525015,0.0336578,1237666408440857155,356.40072,0.35918791,0.4891785,0.0001190848,190.8642,28.95127,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,356.40072,0.35918791,0.4891785,-14.5544668971477,7.13468647003174,7.05712572493423,-33.0,0.4891785,0.4891785,7494122107350740992,1237666408440857155,0.4891785,11.7359077412789,0.0700463171834977,11.702432476295,11.8301845240601,11.760436825402,651,629,356.40092504349724,7.960059843058426E-5,0.3593708573227644,1.1396910576516845E-4,1.1805075686187117E-4,2.139166554980828E-5,1.0860499226733186E-4,1.1617742910585826E-5,356.40092504349724,7.960059843058426E-5,0.3593708573227644,1.1396910576516845E-4,0.0022991462356988703,2.689665921933537E-4,0.0019076393878734437,1.8659864298998589E-4,174.73585899135375,25.437893175568018,0.0022991443694361843,2.689665921933537E-4,0.001907572214256751,1.8659864298998589E-4,174.73281207513105,25.437893175568018,6.389586184874991E-4,2.689665921933537E-4,5.367791969707062E-4,1.8659864298998589E-4,140.05961665802786,25.437893175568018,6.389477881358972E-4,2.689665921933537E-4,5.367689576851584E-4,1.8659864298998589E-4,140.05656974180516,25.437893175568018,9.773074356113527E-5,1.3029949866376855E-5,1.1467342119431123E-5,-1.5071672123667668E-6,1.0411297353130067E-6,-1.5239986623782897E-6,S,0.9834297246213616
1237663783658521096,355.401764073374,-0.313855424107429,0.0373603725279584,0.0319449513957758,0.603564,0.046471,1,24.94932,22.79558,21.44085,20.04173,19.39118,0.5729172,0.1792579,0.07509677,0.05178765,0.08181548,0.1382785,0.1077457,0.07453799,0.05538971,0.04119977,1237663783658521096,355.40176,-0.31385543,0.5501755,0.0001809818,238.3925,42.96947,null,BOSS,eboss,eboss,GALAXY,null,null,null,null,null,null,355.40176,-0.31385543,0.5501755,-5.4494992120589,5.76035785675049,5.83632621832496,-2.08545207977295,0.5501755,0.5501755,7552632890615066624,1237663783658521096,0.5501755,11.9653925031068,0.100109754964924,11.7587980964971,11.9487620535184,11.8552544573161,3131,3070,355.40204997923405,2.0161646966585494E-5,-0.313663057559066,3.470398355475903E-5,7.028541270244177E-4,2.6671603390519315E-5,4.740628141756144E-4,1.1576939289532796E-5,355.40204997923405,2.0161646966585494E-5,-0.313663057559066,3.470398355475903E-5,0.0029648559756751294,8.457346001292804E-5,0.0020178963845826283,4.218752984450609E-5,162.71804130142962,3.1590666670949603,0.002964589681617062,8.457346001292804E-5,0.002017868960726916,4.218752984450609E-5,162.71523263592098,3.1590666670949603,0.0020020381727615536,8.457346001292804E-5,7.903746861359119E-4,4.218752984450609E-5,156.2581203722486,3.1590666670949603,0.002001844651605648,8.457346001292804E-5,7.903693564637933E-4,4.218752984450609E-5,156.25531170673997,3.1590666670949603,6.762406980230304E-4,1.782017607253916E-5,1.1089628969784826E-5,-9.602771342542837E-7,4.144883860135451E-6,-5.894802939110377E-7,S,1.2405361729679711
1237663277926056436,356.06538191757,0.490258345399431,0.027603870794514,0.0224699814468407,0.543714,0.041635,1,22.09853,22.00562,20.50549,19.23699,18.50026,0.3630614,0.1419501,0.03988165,0.02891611,0.07512396,0.1121411,0.0873796,0.0604488,0.04491994,0.03341218,1237663277926056436,356.06538,0.49025581,0.470107,0.0001222108,258.9829,41.16798,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,356.06538,0.49025581,0.470107,-2.74670058141899,4.9503378868103,5.99588878946505,-1.68002915382385,0.470107,0.470107,4581542722284482560,1237663277926056436,0.470107,11.9048189929507,0.0931707413650474,11.7429471307015,11.9207994764748,11.832686882355,1482,1435,356.0658140317276,1.1494384157145815E-5,0.49011897965562784,1.4726158423958015E-5,0.0013309836960714422,3.420454495116497E-5,9.911839583817779E-4,1.264576621906599E-5,356.06588547142206,1.1494384157145815E-5,0.4899705991992457,1.4726158423958015E-5,0.0024730907331649084,3.7118487579029885E-5,0.0019516726398101647,2.3608839062395422E-5,117.52995688980234,2.598470642477135,0.00247307459509787,3.7118487579029885E-5,0.0019516711097146108,2.3608839062395422E-5,117.52866982635642,2.598470642477135,0.0,3.7118487579029885E-5,0.0,2.3608839062395422E-5,0.0,2.598470642477135,0.0,3.7118487579029885E-5,0.0,2.3608839062395422E-5,0.0,2.598470642477135,0.0012373917960706202,2.3891840362970843E-5,1.264576621906599E-5,-2.2336789697874337E-6,9.935164598573465E-6,-2.4468461106152972E-6,M,1.6344625980953036
1237663277926056705,356.157729064146,0.531434973113974,0.0373020905965464,0.0427299290665901,0.599136,0.034288,1,20.39008,22.35607,20.37296,19.13744,18.77797,0.2761028,0.1926176,0.05816223,0.02723256,0.08142178,0.1106343,0.0862055,0.05963657,0.04431636,0.03296323,1237663277926056705,356.15773,0.53143268,0.5599331,0.0001122129,281.4257,26.75787,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,356.15773,0.53143268,0.5599331,-4.36883524731994,4.78966045379639,5.58499974833577,-2.18732047080994,0.5599331,0.5599331,7684335971248828416,1237663277926056705,0.5599331,11.7050536181467,0.100182892589437,11.6727819530899,11.8568640497704,11.7585689309041,1244,1204,356.15794852105233,2.6046656781944265E-5,0.5315425566036124,3.121247418032069E-5,4.4616510528245354E-4,2.3418186867610576E-5,3.9570187730344195E-4,1.2455188255489217E-5,356.15794852105233,2.6046656781944265E-5,0.5315425566036124,3.121247418032069E-5,0.002235270837768589,7.35262112138996E-5,0.00203531736174567,6.13033873670756E-5,2.799640229718378,14.281801317450268,0.0022352587228267363,7.35262112138996E-5,0.0020352976710690017,6.13033873670756E-5,2.79738936122979,14.281801317450268,9.232347173876676E-4,7.35262112138996E-5,2.407204538548105E-4,6.13033873670756E-5,80.21536335649947,14.281801317450268,9.232288151486323E-4,7.35262112138996E-5,2.407183592807608E-4,6.13033873670756E-5,80.21311248801088,14.281801317450268,4.121225359937692E-4,1.993300952137959E-5,1.2139566933910828E-5,-2.0593602130247746E-6,6.0461779867182486E-6,-1.850113562795741E-6,S,0.8798402715976591
1237663277925859826,355.627053718777,0.573434240172146,0.0326712697777088,0.0306707366599999,0.517616,0.030236,1,20.02831,21.26459,19.96752,19.01649,18.59925,0.3497785,0.111755,0.03412368,0.02506267,0.06100386,0.1055242,0.08222373,0.05688199,0.04226942,0.03144068,1237663277925859826,355.62705,0.5734305,0.4814027,9.919966E-05,207.6369,28.79729,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,355.62705,0.5734305,0.4814027,-3.11339331475715,6.02130603790283,6.05315818935387,-1.81135034561157,0.4814027,0.4814027,6163361733911703552,1237663277925859826,0.4814027,11.6946410420087,0.0944745399432693,11.496350260631,11.6808241365979,11.5894267790865,2656,2603,355.62731007316916,1.1312515711731017E-4,0.5735604110959219,1.3402807412475233E-4,1.1574488395070725E-4,2.3801050305394278E-5,9.191040961059107E-5,1.1722965048537883E-5,355.62731007316916,1.1312515711731017E-4,0.5735604110959219,1.3402807412475233E-4,0.002409488933602296,3.260001805747636E-4,0.002108869945068835,2.535726619691197E-4,23.476200910458694,41.643932988416886,0.0024094471521482566,3.260001805747636E-4,0.0021088609296381383,2.535726619691197E-4,23.479086019910454,41.643932988416886,0.0012996293591131505,3.260001805747636E-4,5.79002065901844E-4,2.535726619691197E-4,59.86384345692649,41.643932988416886,0.0012996021116264095,3.260001805747636E-4,5.790016897984039E-4,2.535726619691197E-4,59.86672856637825,41.643932988416886,8.919741069227517E-5,1.3992040135442413E-5,1.1213691323064268E-5,-1.7014062905218452E-6,3.7246652482281206E-6,-1.602063548489241E-6,S,1.0285552966788567
1237663278462927728,356.180768216026,0.972925630293934,0.11428883776045,0.142629291863448,0.662612,0.039642,1,20.35761,23.0983,21.45795,19.86197,19.58701,0.7183154,0.4399135,0.1424723,0.06319596,0.184399,0.114728,0.08939529,0.06184325,0.04595616,0.03418294,1237663278462927728,356.18077,0.97292575,0.6056193,0.0001759878,158.5427,46.39631,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,356.18077,0.97292575,0.6056193,-1.03042845497176,3.92583131790161,4.27240780893298,-1.14129662513733,0.6056193,0.6056193,5203972410906963968,1237663278462927728,0.6056193,11.596828089471,0.0781779416068426,11.5246429119381,11.6672647785873,11.5974823824263,1183,1145,356.18082957547153,1.352828924954345E-4,0.9732083519827504,2.5734341960447746E-4,9.613474851114621E-5,2.7425665153902883E-5,7.100040561259178E-5,1.2596912979692084E-5,356.18082957547153,1.352828924954345E-4,0.9732083519827504,2.5734341960447746E-4,0.002922901417133441,6.273339745453958E-4,0.0018692422801257662,2.7414956128118376E-4,163.29126202067619,20.11334865825264,0.0029226885062570837,6.273339745453958E-4,0.0018692409074002015,2.7414956128118376E-4,163.28675278156442,20.11334865825264,0.0019357991105765865,6.273339745453958E-4,2.46741750832263E-4,2.7414956128118376E-4,157.596722760094,20.11334865825264,0.0019356566815158318,6.273339745453958E-4,2.4674175080915E-4,2.7414956128118376E-4,157.59221352098223,20.11334865825264,6.893234100192061E-5,1.379069287693084E-5,1.2319373126956634E-5,-5.119650268170517E-7,1.2744535524689127E-6,-5.236525453256036E-7,S,1.0414859671051258
1237663277926122049,356.270217858548,0.500529851747353,0.0448643850567134,0.0417284929336894,0.51923,0.069923,1,19.33654,21.46053,20.18156,19.28323,19.07814,0.2774957,0.07514083,0.03922679,0.03359907,0.09309907,0.108314,0.08439752,0.05838581,0.04338692,0.0322719,1237663277926122049,356.27022,0.50052729,0.6062603,8.286998E-05,258.6509,71.8965,null,BOSS,boss,boss,GALAXY,null,null,null,null,null,null,356.27022,0.50052729,0.6062603,-1.25893031837914,4.48417377471924,4.65710307300718,-1.68563950061798,0.6062603,0.6062603,7458171646525501440,1237663277926122049,0.6062603,11.5619721182779,0.0902562050184895,11.615668865826,11.7781374289142,11.6969676460024,943,912,356.2703695301566,3.88666457318501E-5,0.5006146884522719,4.8808271170714956E-5,2.992264933265121E-4,2.348408986604075E-5,2.583243676866928E-4,1.225460680106659E-5,356.2703695301566,3.88666457318501E-5,0.5006146884522719,4.8808271170714956E-5,0.0022938059854727064,1.1495475569606575E-4,0.0020375884515511835,9.149855205546602E-5,178.21513722763527,17.252183103575852,0.0022937945671826034,1.1495475569606575E-4,0.0020375505495250647,9.149855205546602E-5,178.21203462178096,17.252183103575852,9.1877361465766E-4,1.1495475569606575E-4,5.835002273271616E-4,9.149855205546602E-5,83.48160007380295,17.252183103575852,9.187580635512513E-4,1.1495475569606575E-4,5.834963451038331E-4,9.149855205546602E-5,83.47849746794864,17.252183103575852,2.6146147966174673E-4,1.5370964731710632E-5,1.189143495139433E-5,-2.184805452998262E-6,3.835741154034622E-6,-2.3149350454332307E-6,S,0.6256110981348597
